FlightDate,Airline,Origin,Dest,CRSDepTime,Distance,Year,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DCD
2019-10-10,Alaska Airlines Inc.,HNL,LAX,1245,2556.0,2019,10,10,4,AS,AS,19930,AS,866,AS,19930,AS,N534AS,866,12173,1217305,32134,"Honolulu, HI",HI,15,Hawaii,2,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2019-10-09,ExpressJet Airlines Inc.,ORD,CHS,1445,760.0,2019,10,9,3,UA,UA_CODESHARE,19977,UA,4118,EV,20366,EV,N604UX,4118,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,False
2020-08-13,Delta Air Lines Inc.,DCA,MSP,1230,931.0,2020,8,13,4,DL,DL,19790,DL,1215,DL,19790,DL,N359NB,1215,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,False
2019-12-19,Delta Air Lines Inc.,DTW,SLC,1217,1481.0,2019,12,19,4,DL,DL,19790,DL,568,DL,19790,DL,N301DV,568,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,True
2020-01-12,Alaska Airlines Inc.,BET,ANC,2050,399.0,2020,1,12,7,AS,AS,19930,AS,46,AS,19930,AS,N611AS,46,10551,1055102,30113,"Bethel, AK",AK,2,Alaska,1,10299,1029906,30299,"Anchorage, AK",AK,2,Alaska,1,True
2021-10-30,Delta Air Lines Inc.,SLC,PDX,1102,630.0,2021,10,30,6,DL,DL,19790,DL,2278,DL,19790,DL,N845DN,2278,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,False
2020-02-04,Comair Inc.,CAE,CLT,1249,88.0,2020,2,4,2,AA,AA_CODESHARE,19805,AA,5140,OH,20397,OH,N612NN,5140,10868,1086803,30868,"Columbia, SC",SC,45,South Carolina,37,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2021-09-01,Southwest Airlines Co.,HOU,SAN,850,1313.0,2021,9,1,3,WN,WN,19393,WN,604,WN,19393,WN,N8731J,604,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,14679,1467903,33570,"San Diego, CA",CA,6,California,91,False
2019-12-13,United Air Lines Inc.,ORD,DFW,855,801.0,2019,12,13,5,UA,UA,19977,UA,1841,UA,19977,UA,N849UA,1841,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2021-01-19,Southwest Airlines Co.,OAK,MDW,605,1844.0,2021,1,19,2,WN,WN,19393,WN,4291,WN,19393,WN,N8544Z,4291,13796,1379608,32457,"Oakland, CA",CA,6,California,91,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-10-28,Spirit Air Lines,MSP,DEN,1435,680.0,2019,10,28,1,NK,NK,20416,NK,381,NK,20416,NK,N692NK,381,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2019-07-26,Comair Inc.,CLT,DSM,2014,815.0,2019,7,26,5,AA,AA_CODESHARE,19805,AA,5635,OH,20397,OH,N597NN,5635,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,11423,1142307,31423,"Des Moines, IA",IA,19,Iowa,61,False
2019-06-21,Comair Inc.,GSP,CLT,2032,75.0,2019,6,21,5,AA,AA_CODESHARE,19805,AA,5626,OH,20397,OH,N525AE,5626,11996,1199603,31871,"Greer, SC",SC,45,South Carolina,37,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2019-02-28,American Airlines Inc.,DFW,CLE,1055,1021.0,2019,2,28,4,AA,AA,19805,AA,1541,AA,19805,AA,N9615W,1541,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,True
2020-04-01,American Airlines Inc.,ONT,DFW,500,1188.0,2020,4,1,3,AA,AA,19805,AA,2076,AA,19805,AA,N897NN,2076,13891,1389101,32575,"Ontario, CA",CA,6,California,91,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,True
2019-03-23,Envoy Air,ORD,CVG,1840,264.0,2019,3,23,6,AA,AA_CODESHARE,19805,AA,3467,MQ,20398,MQ,N687JS,3467,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,11193,1119302,33105,"Cincinnati, OH",KY,21,Kentucky,52,False
2019-02-04,JetBlue Airways,BUF,JFK,1712,301.0,2019,2,4,1,B6,B6,20409,B6,2601,B6,20409,B6,N249JB,2601,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,"New York, NY",NY,36,New York,22,False
2019-06-12,Southwest Airlines Co.,BWI,BDL,2310,283.0,2019,6,12,3,WN,WN,19393,WN,400,WN,19393,WN,N8637A,400,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,10529,1052906,30529,"Hartford, CT",CT,9,Connecticut,11,False
2021-09-10,Southwest Airlines Co.,MDW,PHL,925,668.0,2021,9,10,5,WN,WN,19393,WN,5649,WN,19393,WN,N454WN,5649,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2020-05-21,Envoy Air,DFW,MSY,1020,447.0,2020,5,21,4,AA,AA_CODESHARE,19805,AA,3349,MQ,20398,MQ,N291NN,3349,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,False
2021-10-15,Delta Air Lines Inc.,PBI,ATL,920,545.0,2021,10,15,5,DL,DL,19790,DL,1496,DL,19790,DL,N904DN,1496,14027,1402702,34027,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2019-09-11,Republic Airlines,PHL,IAH,830,1325.0,2019,9,11,3,AA,AA_CODESHARE,19805,AA,4539,YX,20452,YX,N107HQ,4539,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,False
2020-06-04,Delta Air Lines Inc.,BOS,SLC,715,2105.0,2020,6,4,4,DL,DL,19790,DL,719,DL,19790,DL,N3765,719,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,False
2020-04-18,Southwest Airlines Co.,STL,LAS,650,1371.0,2020,4,18,6,WN,WN,19393,WN,5409,WN,19393,WN,,5409,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,True
2020-07-27,JetBlue Airways,SJU,MCO,530,1189.0,2020,7,27,1,B6,B6,20409,B6,1434,B6,20409,B6,N763JB,1434,14843,1484306,34819,"San Juan, PR",PR,72,Puerto Rico,3,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,False
2021-10-20,American Airlines Inc.,MIA,MCO,1715,192.0,2021,10,20,3,AA,AA,19805,AA,1635,AA,19805,AA,N121AN,1635,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,False
2019-05-05,Alaska Airlines Inc.,DAL,SEA,1415,1670.0,2019,5,5,7,AS,AS,19930,AS,148,AS,19930,AS,N530AS,148,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2019-10-04,ExpressJet Airlines Inc.,EWR,BTV,1115,266.0,2019,10,4,5,UA,UA_CODESHARE,19977,UA,4159,EV,20366,EV,N19554,4159,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,10785,1078502,30785,"Burlington, VT",VT,50,Vermont,16,False
2019-08-20,United Air Lines Inc.,EWR,TPA,1800,997.0,2019,8,20,2,UA,UA,19977,UA,1640,UA,19977,UA,N69806,1640,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,True
2020-03-18,Endeavor Air Inc.,AEX,ATL,1428,500.0,2020,3,18,3,DL,DL_CODESHARE,19790,DL,4876,9E,20363,9E,N835AY,4876,10185,1018502,30185,"Alexandria, LA",LA,22,Louisiana,72,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2020-02-15,American Airlines Inc.,PHX,LAS,1826,255.0,2020,2,15,6,AA,AA,19805,AA,425,AA,19805,AA,N679AW,425,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,False
2019-10-27,Southwest Airlines Co.,MCO,CMH,710,802.0,2019,10,27,7,WN,WN,19393,WN,5544,WN,19393,WN,N8607M,5544,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,False
2020-02-12,United Air Lines Inc.,FLL,EWR,600,1065.0,2020,2,12,3,UA,UA,19977,UA,1637,UA,19977,UA,N38424,1637,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,False
2019-12-21,Republic Airlines,PHL,BNA,1225,675.0,2019,12,21,6,AA,AA_CODESHARE,19805,AA,4669,YX,20452,YX,N425YX,4669,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,False
2021-09-11,United Air Lines Inc.,PHX,DEN,1720,602.0,2021,9,11,6,UA,UA,19977,UA,2347,UA,19977,UA,N413UA,2347,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2020-01-29,Horizon Air,PSC,SEA,1925,172.0,2020,1,29,3,AS,AS_CODESHARE,19930,AS,2109,QX,19687,QX,N405QX,2109,14252,1425202,34252,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2019-10-26,Spirit Air Lines,IAH,OAK,920,1628.0,2019,10,26,6,NK,NK,20416,NK,939,NK,20416,NK,N681NK,939,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,13796,1379608,32457,"Oakland, CA",CA,6,California,91,False
2021-09-01,Southwest Airlines Co.,AMA,DAL,615,323.0,2021,9,1,3,WN,WN,19393,WN,2697,WN,19393,WN,N202WN,2697,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,False
2020-11-16,Delta Air Lines Inc.,JFK,MIA,1535,1089.0,2020,11,16,1,DL,DL,19790,DL,1629,DL,19790,DL,N348NB,1629,12478,1247805,31703,"New York, NY",NY,36,New York,22,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,False
2019-06-13,Horizon Air,GEG,SEA,1440,224.0,2019,6,13,4,AS,AS_CODESHARE,19930,AS,2717,QX,19687,QX,N436QX,2717,11884,1188402,31884,"Spokane, WA",WA,53,Washington,93,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2019-01-02,Southwest Airlines Co.,CHS,DEN,1015,1449.0,2019,1,2,3,WN,WN,19393,WN,5067,WN,19393,WN,N260WN,5067,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2021-03-07,Southwest Airlines Co.,MDW,STL,1955,251.0,2021,3,7,7,WN,WN,19393,WN,935,WN,19393,WN,N8688J,935,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,False
2021-11-26,Frontier Airlines Inc.,ATL,TPA,2158,406.0,2021,11,26,5,F9,F9,20436,F9,2553,F9,20436,F9,N233FR,2553,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,True
2019-01-10,Delta Air Lines Inc.,LGA,FLL,1727,1076.0,2019,1,10,4,DL,DL,19790,DL,1537,DL,19790,DL,N319NB,1537,12953,1295304,31703,"New York, NY",NY,36,New York,22,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,True
2020-07-31,Endeavor Air Inc.,DTW,MKE,1310,237.0,2020,7,31,5,DL,DL_CODESHARE,19790,DL,4726,9E,20363,9E,N292PQ,4726,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,False
2021-08-25,American Airlines Inc.,CLT,PHL,1255,449.0,2021,8,25,3,AA,AA,19805,AA,2573,AA,19805,AA,N662AW,2573,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2019-07-07,Spirit Air Lines,BOS,CLE,900,563.0,2019,7,7,7,NK,NK,20416,NK,419,NK,20416,NK,N626NK,419,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,False
2019-09-19,Southwest Airlines Co.,BNA,BOS,1305,942.0,2019,9,19,4,WN,WN,19393,WN,678,WN,19393,WN,N498WN,678,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,False
2019-04-04,SkyWest Airlines Inc.,SLC,COS,2015,411.0,2019,4,4,4,DL,DL_CODESHARE,19790,DL,4307,OO,20304,OO,N921EV,4307,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,11109,1110902,30189,"Colorado Springs, CO",CO,8,Colorado,82,False
2019-01-08,Delta Air Lines Inc.,SEA,LAS,1852,867.0,2019,1,8,2,DL,DL,19790,DL,671,DL,19790,DL,N939AT,671,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,False
2020-12-01,Spirit Air Lines,CLE,RSW,1735,1025.0,2020,12,1,2,NK,NK,20416,NK,2670,NK,20416,NK,N927NK,2670,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,True
2019-06-03,United Air Lines Inc.,EWR,SFO,915,2565.0,2019,6,3,1,UA,UA,19977,UA,2143,UA,19977,UA,N214UA,2143,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,False
2020-07-23,Southwest Airlines Co.,MCO,SJU,930,1189.0,2020,7,23,4,WN,WN,19393,WN,2668,WN,19393,WN,N8501V,2668,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,14843,1484306,34819,"San Juan, PR",PR,72,Puerto Rico,3,False
2019-06-10,Mesa Airlines Inc.,DFW,EVV,1311,642.0,2019,6,10,1,AA,AA_CODESHARE,19805,AA,5857,YV,20378,YV,N912FJ,5857,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,True
2019-04-04,Horizon Air,SEA,PDX,1410,129.0,2019,4,4,4,AS,AS_CODESHARE,19930,AS,2175,QX,19687,QX,N620QX,2175,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,False
2020-03-19,ExpressJet Airlines Inc.,PNS,ORD,1125,794.0,2020,3,19,4,UA,UA_CODESHARE,19977,UA,4466,EV,20366,EV,N12201,4466,14193,1419306,33728,"Pensacola, FL",FL,12,Florida,33,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-01-25,American Airlines Inc.,JFK,SFO,2105,2586.0,2019,1,25,5,AA,AA,19805,AA,2215,AA,19805,AA,N112AN,2215,12478,1247805,31703,"New York, NY",NY,36,New York,22,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,True
2019-12-08,Delta Air Lines Inc.,ATL,PIT,1055,526.0,2019,12,8,7,DL,DL,19790,DL,1599,DL,19790,DL,N857DZ,1599,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,False
2020-09-21,Comair Inc.,JAN,CLT,1237,562.0,2020,9,21,1,AA,AA_CODESHARE,19805,AA,5102,OH,20397,OH,N518AE,5102,12448,1244807,32448,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2019-10-28,ExpressJet Airlines Inc.,EWR,BUF,2045,282.0,2019,10,28,1,UA,UA_CODESHARE,19977,UA,4058,EV,20366,EV,N14542,4058,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,False
2020-02-02,"GoJet Airlines, LLC d/b/a United Express",ORD,CID,1010,196.0,2020,2,2,7,UA,UA_CODESHARE,19977,UA,4581,G7,20500,G7,N536GJ,4581,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,11003,1100303,31003,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,False
2021-08-15,Horizon Air,SAN,SFO,1625,447.0,2021,8,15,7,AS,AS_CODESHARE,19930,AS,2083,QX,19687,QX,N620QX,2083,14679,1467903,33570,"San Diego, CA",CA,6,California,91,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,True
2021-06-12,Southwest Airlines Co.,CHS,DAL,1415,977.0,2021,6,12,6,WN,WN,19393,WN,3062,WN,19393,WN,N8740A,3062,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,False
2019-07-01,SkyWest Airlines Inc.,CLE,LGA,900,419.0,2019,7,1,1,DL,DL_CODESHARE,19790,DL,3711,OO,20304,OO,N274SY,3711,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,"New York, NY",NY,36,New York,22,False
2021-06-21,United Air Lines Inc.,PWM,IAD,730,493.0,2021,6,21,1,UA,UA,19977,UA,423,UA,19977,UA,N825UA,423,14321,1432105,34321,"Portland, ME",ME,23,Maine,12,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,False
2019-11-02,Southwest Airlines Co.,TUS,SAN,1010,368.0,2019,11,2,6,WN,WN,19393,WN,4289,WN,19393,WN,N733SA,4289,15376,1537604,30436,"Tucson, AZ",AZ,4,Arizona,81,14679,1467903,33570,"San Diego, CA",CA,6,California,91,False
2019-06-05,Capital Cargo International,LEX,CLT,1758,281.0,2019,6,5,3,AA,AA_CODESHARE,19805,AA,4851,PT,20427,PT,N660BC,4851,12945,1294503,32945,"Lexington, KY",KY,21,Kentucky,52,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2020-08-29,Delta Air Lines Inc.,LAX,OGG,1530,2486.0,2020,8,29,6,DL,DL,19790,DL,1073,DL,19790,DL,N548US,1073,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,13830,1383002,33830,"Kahului, HI",HI,15,Hawaii,2,False
2021-04-05,Envoy Air,ORD,DTW,1300,235.0,2021,4,5,1,AA,AA_CODESHARE,19805,AA,3688,MQ,20398,MQ,N210NN,3688,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,False
2020-10-09,SkyWest Airlines Inc.,ORD,OGS,1355,654.0,2020,10,9,5,UA,UA_CODESHARE,19977,UA,5152,OO,20304,OO,N930SW,5152,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,13832,1383205,33832,"Ogdensburg, NY",NY,36,New York,22,False
2019-01-16,Comair Inc.,CLT,BTV,1130,761.0,2019,1,16,3,AA,AA_CODESHARE,19805,AA,5479,OH,20397,OH,N551NN,5479,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,10785,1078502,30785,"Burlington, VT",VT,50,Vermont,16,False
2021-06-22,Southwest Airlines Co.,OKC,DEN,1925,495.0,2021,6,22,2,WN,WN,19393,WN,3610,WN,19393,WN,N551WN,3610,13851,1385103,33851,"Oklahoma City, OK",OK,40,Oklahoma,73,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,True
2019-07-29,Southwest Airlines Co.,HOU,DCA,715,1218.0,2019,7,29,1,WN,WN,19393,WN,366,WN,19393,WN,N241WN,366,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,False
2021-04-17,American Airlines Inc.,RIC,DFW,1516,1158.0,2021,4,17,6,AA,AA,19805,AA,2719,AA,19805,AA,N335PH,2719,14524,1452401,34524,"Richmond, VA",VA,51,Virginia,38,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-12-05,Southwest Airlines Co.,DEN,BUR,1300,850.0,2019,12,5,4,WN,WN,19393,WN,1915,WN,19393,WN,N7707C,1915,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,10800,1080003,32575,"Burbank, CA",CA,6,California,91,False
2021-11-18,Envoy Air,EYW,MIA,1720,126.0,2021,11,18,4,AA,AA_CODESHARE,19805,AA,3565,MQ,20398,MQ,N253NN,3565,11624,1162403,31624,"Key West, FL",FL,12,Florida,33,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,True
2019-06-27,Comair Inc.,PHL,HVN,1549,157.0,2019,6,27,4,AA,AA_CODESHARE,19805,AA,5199,OH,20397,OH,N723PS,5199,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,12244,1224403,32244,"New Haven, CT",CT,9,Connecticut,11,False
2021-04-15,Southwest Airlines Co.,ABQ,PHX,720,328.0,2021,4,15,4,WN,WN,19393,WN,2357,WN,19393,WN,N8668A,2357,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,False
2020-01-24,Alaska Airlines Inc.,SFO,SAN,1945,447.0,2020,1,24,5,AS,AS,19930,AS,1962,AS,19930,AS,N849VA,1962,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,14679,1467903,33570,"San Diego, CA",CA,6,California,91,False
2021-12-22,Delta Air Lines Inc.,DTW,SAN,1632,1956.0,2021,12,22,3,DL,DL,19790,DL,922,DL,19790,DL,N365DN,922,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14679,1467903,33570,"San Diego, CA",CA,6,California,91,False
2019-11-04,Delta Air Lines Inc.,SJC,SLC,1641,584.0,2019,11,4,1,DL,DL,19790,DL,2246,DL,19790,DL,N112DU,2246,14831,1483106,32457,"San Jose, CA",CA,6,California,91,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,False
2021-09-22,JetBlue Airways,BUF,BOS,1440,395.0,2021,9,22,3,B6,B6,20409,B6,2016,B6,20409,B6,N368JB,2016,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,False
2019-10-11,Southwest Airlines Co.,DEN,MKE,1935,896.0,2019,10,11,5,WN,WN,19393,WN,1228,WN,19393,WN,N966WN,1228,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,False
2020-03-21,Frontier Airlines Inc.,LAS,CLE,2235,1824.0,2020,3,21,6,F9,F9,20436,F9,2014,F9,20436,F9,,2014,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,True
2021-11-05,SkyWest Airlines Inc.,LAX,RDD,1845,501.0,2021,11,5,5,UA,UA_CODESHARE,19977,UA,5529,OO,20304,OO,N924SW,5529,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,14487,1448702,33792,"Redding, CA",CA,6,California,91,True
2019-02-10,Envoy Air,ATL,ORD,2008,606.0,2019,2,10,7,AA,AA_CODESHARE,19805,AA,3618,MQ,20398,MQ,N247NN,3618,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,True
2019-07-19,SkyWest Airlines Inc.,MSP,DLH,2234,144.0,2019,7,19,5,DL,DL_CODESHARE,19790,DL,4705,OO,20304,OO,N920EV,4705,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,11337,1133704,31337,"Duluth, MN",MN,27,Minnesota,63,False
2021-11-05,United Air Lines Inc.,LAS,EWR,1035,2227.0,2021,11,5,5,UA,UA,19977,UA,1027,UA,19977,UA,N27256,1027,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,False
2019-05-08,Envoy Air,EVV,ORD,1736,272.0,2019,5,8,3,AA,AA_CODESHARE,19805,AA,3518,MQ,20398,MQ,N684JW,3518,11612,1161206,31612,"Evansville, IN",IN,18,Indiana,42,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-11-07,Envoy Air,ACT,DFW,515,89.0,2019,11,7,4,AA,AA_CODESHARE,19805,AA,3316,MQ,20398,MQ,N281NN,3316,10155,1015502,30155,"Waco, TX",TX,48,Texas,74,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2019-08-18,Endeavor Air Inc.,PIT,MSP,1236,726.0,2019,8,18,7,DL,DL_CODESHARE,19790,DL,5283,9E,20363,9E,N910XJ,5283,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,False
2021-06-11,Alaska Airlines Inc.,BOS,SEA,725,2496.0,2021,6,11,5,AS,AS,19930,AS,25,AS,19930,AS,N837VA,25,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,True
2020-02-08,American Airlines Inc.,DFW,LAS,1050,1055.0,2020,2,8,6,AA,AA,19805,AA,1401,AA,19805,AA,N152AA,1401,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,False
2019-03-10,Southwest Airlines Co.,ELP,HOU,700,677.0,2019,3,10,7,WN,WN,19393,WN,2397,WN,19393,WN,N412WN,2397,11540,1154005,30615,"El Paso, TX",TX,48,Texas,74,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,False
2020-12-30,Southwest Airlines Co.,DAL,ELP,1830,562.0,2020,12,30,3,WN,WN,19393,WN,832,WN,19393,WN,N409WN,832,11259,1125904,30194,"Dallas, TX",TX,48,Texas,74,11540,1154005,30615,"El Paso, TX",TX,48,Texas,74,True
2019-05-22,Southwest Airlines Co.,SLC,OAK,2015,588.0,2019,5,22,3,WN,WN,19393,WN,1275,WN,19393,WN,N732SW,1275,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,13796,1379608,32457,"Oakland, CA",CA,6,California,91,True
